اسم الفيلم,تاريخ العرض,تصنيف الفيلم,مدة الفيلم (دقيقة),ملخص,تمثيل,تأليف,إنتاج,تصوير,مونتاج,ديكور,ملابس,موسيقى,إخراج,توزيع
على مسرح الحياة,1942,دراما,95,عمل رشدي رمز مجال نشاط ٱجتماع حاول مساعد شقيق رمز مخطوب رجل خاءن روج شاءعه مفاد مريض سل فشل مشروع زواج ٱتفق رشدي رمز لعب زوج دور عاشق غرض تخفيف نجح خط ام تحول تمثيل حقيقه,"حسين رياض,روحية خالد,زينب صدقي,فردوس محمد,أنور وجدي,محمد عطيه,ثريا فخري,سعاد زكي,أمينة شريف,فرج النحاس,محمد كامل,إدمون تويما,سامية جمال,هاجر حمدي,سعاد أحمد,صالحة قاصين,صوفي ديمتري,مارى كافورى,عزيزة ابراهيم,روز زكى,رئيسة عفيفي,محمد ابراهيم,اجلال زكي,محمد الكحلاوي,عبدة السروجي,محمود إسماعيل,عبدالحليم مرسى,محمد راغب","عبدالحميد حمدي,حسن حلمي,عباس يونس,أحمد بدرخان,سيد كسّاب","ستوديو مصر,اندريه فينيو,فريد الجندي","محمد عبدالعظيم,وحيد فريد,عبدالله ياقوت,فيرى فاركاش (فرانسوا فاركاش)",صلاح أبو سيف,"سيد شاهين,أنطوان بوليزويس,ولي الدين سامح",nan,"فريد غصن,عبدالحليم علي,إبراهيم فوزي (إبراهيم جكله),بيرم التونسي,عبدالعزيز سلام,صالح جودت,محمد الكحلاوي,عبدالحميد توفيق زكي",كامل مدكور,nan
الشريد,1942,nan,105,قاهره ٱلتقي صديق جمع طفوله عرف اتي وراء يشمق نعمه شقيق محمد صديق حسن وقع شاب حب احب حسن حسن فتاه خطبه شاب اخر صدم حسن صديق جوار تحدث خطيءه حسن حسن نتيجه ولد حسن سعاد كبر سعاد عرف اب مجموع حدث المتشابكه عرف حسن سعاد ٱبنه حقيقي بدا صراع محمد زوج حسن حسن ٱضطر حسن مغادره ضيعه عاش شريد,"آسيا داغر,حسين رياض,زكي رستم,أمينة نور الدين,ثريا فخري,زوزو نبيل,محمد توفيق,سعيد خليل,والمنولوجيست,عباس يونس,سرينا إبراهيم,فيكتوريا حبيقة,أحمد درويش","بيرم التونسي,فتوح نشاطي,هنري بركات",لوتس فيلم (آسيا وشركاها),سام بريل,هنري بركات,nan,nan,زكريا أحمد,هنري بركات,منتخبات بهنا فيلم
رباب,1942,دراما,110,عشيه ضحي ٱنقلب وضع راس عقب هروب رباب قسوه زوجه اب اقام رفقه ممثل عرف شاب احسان حاول ٱعتدي داخل سياره ٱنقلب القي مصرع محاوله والد ٱنتقام رباب تقرر هرب مره اخري مدينه قاهره عمل مدرسه ٱسم نجوي عرف زميل تزوج اظهر عبد جبار حاول ٱبتزاز هدد كشف حقيقه,"ماري كويني,أحمد جلال,عمر جميعى,حسين عيسى,حكمت فهمي,عباس فارس,زوزو نبيل,إبراهيم عبده,احمد فرج الكرانى,عباس الدالي,يوسف صالح,نادر جلال,محمد ابراهيم,بترو طنوس,أسعد مصطفى,عبد المنعم سعودي,إستر شطاح,محمود لطفي,فيكتوريا حبيقة,عباس كامل,سميرة كمال",أحمد جلال,أحمد جلال,سامى بريل,أميرة فايد,"هاجوب اصلانيان,كامل الحفناوى",nan,"يوسف صالح,عبدالحليم نويرة",أحمد جلال,منتخبات بهنا فيلم
بحبح في بغداد,1942,nan,120,عاش سطا بحبح حلاق مدينه بغداد اخبر زباءنه شيخ مخلوف شاهبندر تاجر ٱبن داءم مرض ٱسم قمر دين ٱقترح حضر جاري تدخل بهج سرور قلب فعل ٱشتري والد جاري دعا دور ٱكتشف سبب مرض حب شمس ٱبن قاضي قاضي ٱقترح دور اقنع اب اهدي قاضي قاضي حتي مرسال حب قمر شمس ساعد بحبح عرف قاضي قاضي امر سجن حاول هروب,"فوزي الجزايرلي,حورية محمد,محمود المليجي,سعاد زكي,بشارة واكيم,عبدالعزيز خليل,محمد إدريس,عبدالحليم القلعاوي,عبدالمجيد شكري,محمد الكحلاوي,بترو طنوس,رياض القصبجي,عبدالنبي محمد,أحمد الحداد,محمود لطفي",بديع خيري,nan,مصطفى حسن,nan,nan,nan,nan,حسين فوزي,nan
أحلام الشباب,1942,nan,120,شاو فريد ثري دم حب مغامره سبب عرف جار الهام يتيم عاش بسيوني ليل نافذه بسيوني تحطم ادخل فريد اذهل رد اسر ٱعتذر فريد مريض مرض حركه ثني نوم اصاب جرح ٱضطر اسر ٱستضاف عرف فريد ثني اقام اسر الهام درس بيانو عرض استاذ فن بسيوني فريد عاطل بلا عمل ٱتفق جري معين نظير قيام تدريس الهام حب ملا قلب فريد هام صاله غزاله احمر مكان مختار اعجب راقص بهي مال ادل حب احب تاجر سوري غضبان عيسي بهي احب لٰكن وهم ذٰلك طمع هديه يفاجء غضبان راقص حجر موقف درامي فريد ثار لٰكن وهم بروفه موقف تمثيل فعل تدخل راقص مسرح دفع فريد تغطيه امر ٱشتري فريد بهي مشهد نال اعجاب بسيوني افندي فريد ٱشتغل تمثيل طرد بيت غضبان عيسي فريد بهي عمل اعاده ماء مجري,"فريد الأطرش,تحية كاريوكا,مديحة يسري,فتحية أحمد,ماري منيب,بشارة واكيم,عباس فارس,محمد كمال المصري (شرفنطح),حسن فايق,عبدالفتاح القصري,سيد سليمان,فؤاد فهيم,حسن كامل,نجوى سالم,عبدالحليم مرسى,إسكندر منسي,ببا ناجى,محمد فرج","كمال سليم,يوسف وهبي,بديع خيري",أفلام النيل (جبرائيل تلحمى),"سامى بريل,حسن داهش",كمال الشيخ,nan,nan,فريد الأطرش,"كمال سليم,محمد عبدالجواد",nan
ابن البلد,1942,nan,105,اجبر مقاول ٱبنه احيي زواج عزم طمع مال طمع اخر مال ٱستطاع احيي ٱحتمال حياه زوج ضج سهره مجون فشل زواج عاني اخت زوج عشيق حال عزم مادي عرف احيي مهندس محمود ضاع ورشه غاره اسكندري ٱستطاع محمد ادار مصنع ورث والد معطل تظاهر عزم حريص مال زوجه حسس ضاع طلب احيي طلاق متاعب تزوج محمود,"عزيزة أمير,محمود ذو الفقار,محمود المليجي,دولت أبيض,بشارة واكيم,محسن سرحان,فردوس محمد,شهرزاد,زوزو شكيب,إستيفان روستي,محمد توفيق,صفية حلمي,محمد كامل,عبدالحميد زكي,أحمد البدوى,رمسيس نجيب","محمد توفيق,إستيفان روستي,محمود ذو الفقار,عزيزة أمير",إيزيس فيلم,"حسن زاهر,سامى بريل,لاديسلاس سابو ",nan,إصلانيان,nan,"محمود إسماعيل,رياض السنباطي,فريد غصن,إبراهيم حسين","إستيفان روستي,محمد توفيق,رمسيس نجيب",نحّاس فيلم
خفايا الدنيا,1942,nan,-,فتاه ارستقراطي متطوع هلال احمر عرف طبيب شاب طارح هوه واعد زواج شاء قسوه قدر فرض فتاه زواج شيخ غني ضيق حياه ٱنتحار ام اراد باح سر خطير طبيب شاب اخ,"سامية فهمي,أحمد علام,عبدالفتاح راشد,سعاد وجدى,رئيسة عفيفي,حسن رمزي,سلوى علام,دولت أبيض,سامية جمال",إبراهيم رمزي,nan,nan,nan,nan,nan,nan,nan,nan
عايدة,1942,nan,93,عايد فتاه قروي والد محمد افندي رجل فقير عمل ارض زراعي ملك امين باشا رجل عسكري نزع ٱبن ٱسم سامي نال بكالوريا اكمل تعليم باشا ٱبن ٱسم ثري سن عايد جريمه قتل ضيعه مات محمد افندي ضحيه قيام واجب حصول عايد بكالوريا شمل ٱبن باشا عايد عطف ٱلتحق معهد موسيقي نما قصه حب عايد سامي سبب غضب باشا لٰكن حفز سامي ٱستكمال دراسه ٱقتنع باشا اهميه عايد حياه ٱبن زوج,"أم كلثوم,إبراهيم حمودة,سيلمان نجيب,عباس فارس,عبدالوارث عسر,محمود رضا,عبدالرحمن حمدي,محمود إسماعيل,حسن كامل,نجمة إبراهيم,فرج النحاس,رياض القصبجي,نبوية مصطفى,آمال زايد,عزيزة بدر,زينب محمد,محمد الكحلاوي,حسن أبو زيد,فؤاد الرشيدي,منسى فهمي,عبدالغني السيد,انطوان سليم,فتحية أحمد,سامية فهمي,ماري منيب,سليمان نجيب,فردوس حسن","عبدالوارث عسر,فتحى نشاطى,عباس يونس,أحمد رامي","افلام عماد حمدي,أفلام الشرق",محمد عبدالعظيم,صلاح أبو سيف,"ولي الدين سامح,أنطوان بوليزويس,سيد شاهين",nan,"محمد القصبجي,محمد حسن الشجاعي,إبراهيم حجايج,رياض السنباطي,انطوان سليم","أحمد بدرخان,فؤاد شبل,احمد نصار",nan
محطة الأنس,1942,nan,-,هرب سحر هوه غناء بلد قابل مطرب وحيد عمل فندق غني طلع رمضان صاحب محطه بنزين هوه الح عطل سياره سحر محطه بنزين راوند رمضان وقع حب عطل سياره وحيد ٱضطر بقاء محطه دار عديد مفارقه ناتج سوء,"عقيلة راتب,محمود المليجي,ماري منيب,علي الكسار,عبدالعزيز أحمد,محمد عطيه,ليلى رضا,يحيى شاهين,عبدالعزيز خليل","كمال سليم,موريس كساب,بديع خيري",ستوديو مصر,"فيرى فاركاش (فرانسوا فاركاش),فرانسوا فاراكاش",nan,nan,nan,nan,عبدالفتاح حسن,ستوديو مصر
اخيرا تزوجت,1942,دراما,-,دار حدث فيلم ٱجتماع درامي شاب مستهتر اسر ثري عاش عم ثري عقيم ٱضطر ظرف عمل مرتبه متطلبات تراكم دين عرض شخص عمل شرط متزوج ٱضطر شاب بحث زوجه وقع حب فعل,"سليمان نجيب,ميمي شكيب,تحية كاريوكا,فؤاد شفيق,عباس فارس,عبدالوارث عسر,ليلى فوزي","جمال مدكور,سليمان نجيب",ستوديو مصر,محمد عبدالعظيم,nan,nan,nan,nan,جمال مدكور,nan
العريس الخامس,1942,nan,95,غرق يوسف باشا ثري كبير ورث زوجه هير هانم مبلغ كبير محط نظر طالب ثروه حاول ظفر طلب يد خص رشيد عزيز حسني صفا ضيق ذرع رحل عزبه شهر ٱحتفل بعيد ميلاد مناسبه اعلن ٱسم عريس مختار تعهد وثق تحري حقيقه عريس تجء تقرير عريس اربع غارق دين الطاءش مزور موعد كشف حقيقه خرج حفل اسوا حال سامي هير حياه وحد فراغ سافر قصر هرب ظرف ٱلتقي شاب فقير دعا احمد اعجب قرر تظاهر فقر تبين حقيقه عاطفه ذٰلك خادم دور سيده دور خادم لٰكن ٱكتشف شاب احب ثري اخفي حصل زوجه مناسبه,"آسيا داغر,حسين صدقي,عباس فارس,بشارة واكيم,فؤاد شفيق,محسن سرحان,سميحة سميح,لطفية نظمي,ثريا فخري,ليلى حلمى,زوزو شمس الدين,ثريا حلمي,صفية حلمي,يوسف صالح,عبد المنعم سعودي,جمال فيضى,بترو طنوس,إدمون تويما",أحمد جلال,"ستوديو نصيبيان,لوتس فيلم (آسيا وشركاها)","حسن داهش,سام بريل",هنري بركات,"رشيد,كامل الحفناوي",nan,nan,"أحمد جلال,هنري بركات",منتخبات بهنا فيلم
أولاد الفقراء,1942,دراما,119,رفض فءاد باشا ساعد شقيق افلاس بورصه تخلي ٱبن زكي ٱبن عم حسن ٱعتداء ٱغتصاب ٱضطر فءاد تزويج لاح ابراهيم انجب حسن مولود شكا ابراهيم نسب هجر حسن مرور سنه حسن عمل راقص ملهي ليلي عمل ٱبنه مريض سل مغني ٱستيقظ ضمير زكي علاج ٱبنه قرر معي شقيق حسن تخليص ٱبنه عذاب مرض خنق نهر هرب ابراهيم حسن ٱستدل مكان شقيق معي حتي نال جزاء,"يوسف وهبي,أمينة رزق,محمود المليجي,روحية خالد,عباس فارس,عبدالمجيد شكري,فردوس محمد,فاخر فاخر,علوية جميل,منسى فهمي,رفيعة الشال,محمد كامل,فايد محمد فايد,حسن البارودي,مختار عثمان,محمد شوقي,توفيق صادق,لطفي الحكيم,محمود لطفي,عبدالقادر المسيرى,احمد مختار,عز الدين إسلام,فؤاد فهيم,سعيد خليل,محمد إدريس,زكي إبراهيم,عبدالعليم خطاب",يوسف وهبي,نحّاس فيلم,عبدالحليم نصر,nan,nan,nan,رياض السنباطي,nan,nan
