اسم الفيلم,تاريخ العرض,تصنيف الفيلم,مدة الفيلم (دقيقة),ملخص,تمثيل,تأليف,إنتاج,تصوير,مونتاج,ديكور,ملابس,موسيقى,إخراج,توزيع
الخمسة جنيه,1946,دراما,100,دار حدث فيلم ٱجتماع فنتازيا قصه ورق بنكنوت فءه مال حياه خزينه حبس صاحب خيل هرب عثر ناس فقير ٱنتقل يد يد حتي وصل يد شاب مستقيم سبب اسعاده لٰكن ضيق سجن محفظه فتح حياه حر مره اخري,"محسن سرحان,زوزو نبيل,وداد حمدي,مسز مورجان,حسن جودة,محمد محمود ابراهيم,كارم محمود,عبدالعزيز الجاهلي,عبدالحليم القلعاوي,لطيفة أمين,شفيق نور الدين,إدمون تويما,لولا عبده,علي رشدي,عبدالحليم مرسى,عبدالحميد زكي,عبدالمنعم إسماعيل,سامية رشدي,ثريا فخري,سعيد خليل,سعاد أحمد,فاطمة علي,سعاد مكاوي,نجوى سالم,احمد عبدالله,إسكندر منسي,إستر شطاح,لطفي الحكيم,صالح الكرانى,محمد السباعى,عبدالفتاح القصري,حسن كامل,حامد طاهر,عباس رحمي,احمد عامر,مورجان,أديب الطرابلسي,محسن حسنين,لطفيه أمين,محمد صبيح","السيد بدير,حسن حلمي",nan,سامى بريل,كمال الشيخ,nan,nan,nan,"حسن حلمي,فطين عبدالوهاب",nan
أحمر شفايف,1946,كوميدي,110,عاش ابراهيم افندي موظف بسيط مصنع مشروب حياه سعيد هادءه زوجه ٱبن حتي عرف فتاه قمر حق عمل خادم منزل تسبب وقيعه زوجه زوجه منزل ٱنقلب حياه راس عقب فعل,"نجيب الريحاني,سامية جمال,زوزو شكيب,عفاف شاكر,عبدالعزيز خليل,علي عبدالعال,وداد حمدي,نبيل خيرى,حسين المليجي,محمد الديب,على يوسف,فؤاد منيب,حسن أبو زيد,محمد حلمي,فتحية علي,أحمد الحداد,جراسيا قاصين,فؤاد شبل,رياض القصبجي,عبدالحليم القلعاوي,عبدالمنعم إسماعيل","نجيب الريحاني,بديع خيري","أفلام الريحاني,طلعت حسن","مصطفى حسن,وحيد فريد,وديد سري","عبدالحميد عبدالفتاح,وفيقة أبو جبل","أنطوان بوليزويس,ستوديو مصر,يعقوب فيدال,لطفى أحمد",nan,"بديع خيري,فريد غصن,عبدالحليم نويرة","ولي الدين سامح,أحمد ضياء الدين",أفلام الريحاني
بنت الشرق,1946,دراما,-,ري شب فتاه مصري صالح حياه زوج ذٰلك وقوع موقف كثير ظن ماحدث شاب محسن اساء ظن فتاه مصري قرر زواج فتاه اجنبي فءاد تولي تربيه ظن اصاب حاول اقناع تغيير رءيته كره فتاه مصري تمسك عاده تقليد شرف راوند نجح اقناع ذٰلك,"صباح,منسى فهمي,محسن سرحان,محمد الجنيدي",إبراهيم لاما,nan,عبدالحليم نصر,nan,nan,nan,nan,إبراهيم لاما,nan
لعبة الست,1946,رومانسي,95,دار حدث فيلم مدينه قاهره حرب عالمي ٱلتقي حسن ابو طبق نجيب ريح فتاه لعب احيي كاريوكا تنامي مشعر حب كافح حسن عثور عمل امر شيءا فشيءا بادر لعب فرصه كبري نجم سينماءيه,"نجيب الريحاني,تحية كاريوكا,سليمان نجيب,عزيز عثمان,بشارة واكيم,حسن فايق,ماري منيب,عبدالفتاح القصري,سعيد أبو بكر,محمود لطفي,زكي صالح,بترو طنوس,رياض القصبجي,علي كامل,إسكندر منسي,إبراهيم عمارة,عبدالحميد بدوي,محمد نبيه,جراسيا قاصين","بديع خيري,نجيب الريحاني","أفلام الشرق الأوسط (وجدى عنايت),عبدالحميد زكي","مصطفى حسن,وحيد فريد",اميل بحرى,"سيد شاهين,أنطوان بوليزويس,ستوديو مصر",nan,"عبدالحميد عبدالرحمن,أحمد صبرة,محمود الشريف,بديع خيري","حسن فايق,محمود لطفي,ولي الدين سامح,حلمى إبراهيم",نحّاس فيلم
الموسيقار,1946,رومانسي,-,انشا صف رعايه ٱبن عم اب فوزي باشا رعي زوجه ضايق تصرف زوج منحرف تردد كوخ بهيج زياره قابل استاذ موسيقار اعلن فوزي حرمان ثروه زوجه قادم ذٰلك ضغط صف زواج وقع صف حيره رد جميل حب استاذ موسيقار,"لور دكاش,مختار يسري,دولت أبيض,يعقوب طانيوس,أحمد علام",إبراهيم رمزي,nan,nan,nan,nan,nan,nan,nan,nan
أم السعد,1946,دراما,-,عشيه وضحاهايتبدل حال نقيض نقيض حدث ام سعد عقب اهانه عيش مهانه قصر عم ثري عمل خادم حتي ٱتهم سرقه زوجه طرد قدر قدر شاء ظهور براءه عقب ٱشتد مرض اهمل زوجه ولد ام سعد رعايه تزوج ٱبن وفاء معروف,"ماري كويني,محمد سلمان,بديعة مصابني,بشارة واكيم,منى",nan,nan,nan,nan,nan,nan,nan,nan,nan
عدو المجتمع,1947,دراما,120,بغدادي عامل مستقيم كسب حلال عمل مصنع حداد ملك معلم مبروك فصل عمل وشايه رءيس عامل اراد تاوه عاش حياه حاجه عوز زوجه ٱبنه فكر سرقه تجربه سرقه قاد حدث ٱرتكاب جريمه قتل قتل مرابي قبض صديق حماده سجن بدا علامه ثراء بغدادي قدم محكمه فدي زميل دخل سجن زوجه ٱبنه ٱستسلم سجن هرب بحث زوجه ٱبنه والي ٱرتكاب جراءمه عمل تزوير مال حقق ثراء فاحش حي حياه ثري اعجب مغني شابه شعر عاطفه اب حرم اجرام تعرض ضغوط صاحب صاله عمل صديق قرر حمي كفر ذنب سعاده فعل نجح تزويج احب شاب مستقيم نجا حياه ماجن ادخل سجن ٱطمان مصير ٱبنه خرج سجن ٱبنه انجب,"عقيلة راتب,عباس فارس,محمود المليجي,صلاح نظمي,زينب صدقي,مختار عثمان,عبدالعزيز خليل,سعيد خليل,محمود رضا,رياض القصبجي,نعمات سامى,عزيزة حلمي,رفيعة الشال,صوفي ديمتري,رشاد حامد,عبدالمنعم إسماعيل,حسين عسر,محمد السباعى,عبدالحميد بدوي,محسن حسنين,جينا,هدى شمس الدين,أنور زكي,عزيزة بدر,إعتدال شاهين,زكي محمد حسن (زكي الحرامي),محمد نبيه,محمود لطفي,زكي إبراهيم,فيكتوريا حبيقة,احمد عامر,إبراهيم عمارة,سيد فرج السيد",يوسف جوهر,أفلام النور,"مصطفى حسن,محمد عبدالعظيم,عبدالله ياقوت","اميل بحرى,وفيقة أبو جبل","نجيب خوري,حبيب خوري,بكر نصر",nan,"بيرم التونسي,أحمد رامي,أبو السعود الإبياري,عبدالعزيز سلام,محمود الشريف,إبراهيم حسين,عبدالحليم نويرة","إبراهيم عمارة,حسن الصيفي,محمد عمارة",أفلام النيل (جبرائيل تلحمى)
خاتم سليمان,1947,دراما,117,تناول فيلم خيال قصه معلم عثر خاتم سليمان ظهر مارد حقق امني طلب معلم زواج ليلي فتاه احب لٰكن احب شاب دعا محمود تحقق امني,"ليلى مراد,يحيى شاهين,زكي رستم,نيللي مظلوم,ثريا فخري,عبدالعزيز خليل,عبدالمنعم إسماعيل,محمد رشاد,بديعة صادق,سناء سميح,نعمات سامى,مختار عثمان,عبدالعزيز سعيد,احمد مختار","حسن رمزي,السيد زيادة",أفلام النصر (محمد حسن رمزي وشركاه),"مصطفى حسن,وحيد فريد","ألبير نجيب,وفيقة أبو جبل",حبيب خوري,قاسم وجدي,"حسين السيد,السيد زيادة,رياض السنباطي,محمد القصبجي,عزت الجاهلي,عبدالحليم نويرة,بيبى المانزا","حسن رمزي,ألبير نجيب,عبدالرحمن شريف",nan
غني حرب,1947,رومانسي,100,ٱنتهي حرب عالمي اصاب ثراء تاجر مستغل تخزين البضاءع لجا رشوه موظف حكومه حصول سلعه بيع سعر عالي نما قصه حب ٱبن تاجر حرب رجل فقير تصور غني حرب مال امكن شراء ذمه اخر ٱبنه اثبت ٱشتري مال وافق زواج,"بشارة واكيم,حسن فايق,عزيز عثمان,ماري منيب,ليلى فوزي,إلهام حسين,كمال الشناوي,فتحية شاهين,فرج النحاس,هاجر حمدي,فريد شوقي,محمد كمال المصري (شرفنطح),محسن حسنين,محمد صبيح,عبدالمنعم إسماعيل,شلاضيمو,إبراهيم عمارة",أبو السعود الإبياري,nan,محمد عبدالعظيم,nan,nan,nan,nan,نيازي مصطفى,nan
المنتقم,1947,عائلي,110,شاب عمل كيمياءي معمل نافس حب ٱبن صاحب معمل ٱختار دس اخر ماده كيمياءي خطا تجربه اجري فيءدي ٱنفجار شديد اصاب عم تخلي خطيب صدم تخلي ناس عمل فتاه مرافق سكرتير ٱكتشف جريمه زميل صمم ٱنتقام اعجب فتاه عمل خفف حب حد ميل ٱنتقام جري جرح ٱسترد بصره اخفي حتي كشف امر ٱنتهي امر محاوله ٱنتقام زميل طريق اصاب صح ضمير لحظه اخير انقاذ,"أحمد سالم,نور الهدى,محمود المليجي,بشارة واكيم,لولا صدقي,دولت أبيض,محمود السباع,محمد كامل,حسن كامل,ثريا فخري,حسنة سليمان,زكي إبراهيم,عبدالعزيز محمود,عبدالحميد بدوي","السيد بدير,صلاح أبو سيف,ابراهيم عبود,نجيب محفوظ",nan,nan,nan,nan,nan,nan,صلاح أبو سيف,nan
زهرة السوق,1947,دراما,-,يءدي الانتقامبينما حاول خورشيد طلب يد بهيج بنت باشا عرف رفض كره زواج فارق ٱجتماع مادي تمكن خورشيد ايقاع باشا ازمه مالي تءدي اصاب ازمه قلب شديد توفي قدر وضع نهايه حتمي قتل خورشيد ظرف غامض ٱتهم قتل بهيج راوند رفعت بهيج راي ٱنتقام,"بهيجة حافظ,كمال حسين,أحمد منصور,ثريا فخري,علوية جميل,عبدالعزيز خليل,صلاح منصور,محمد توفيق,وديع الصافي,عبدالفتاح القصري,محمود رضا,محمد التابعي","إبراهيم حسين العقاد,بهيجة حافظ",فنار فيلم,ألفيزى اورفانيللى,بهيجة حافظ,nan,nan,بهيجة حافظ,"حسين فوزي,كمال أبو العلا",nan
العقل في أجازة,1947,دراما,125,دار حدث شاب ثري ٱلتقي فتاه ارستقراطي احب دعا عمل ساءقا حصل وظيفه اسر مخطوب شاب محتال يوهمها ثري طعم مال حقيقه حاول انقاذ اهل افلاس تصاعد حدث,"ليلى فوزي,شادية,بشارة واكيم,علوية جميل,محمد فوزي",يوسف جوهر,"أفلام محمد فوزي,محمد فوزي",nan,كمال الشيخ,nan,nan,nan,حلمي رفلة,منتخبات بهنا فيلم
أبو حلموس,1947,كوميدي,100,شحاته افندي عمل محاسب دكان بيع طير ناقم عمل حياه حمل صاحب دكان لفظ عمل سوي وصل خطاب حمل خبر قبول وظيفه جديد محاسب ملك موقوف ٱكتشف تلاعب ناظر حساب ٱستطاع ناظر ٱستغل موهبه تغطيه سرقه عرف شحاته ٱبن ناظر هام حب لٰكن سخر حب ٱرتبط موظف اخر عمل والد طالب زواج تخلي ملك جراه مفاتحه والد امر زواج خطه ٱبن ناظر زواج شحاته حافظ علاقه موظف اخر حدث دعا راقص طفل ٱبن ناظر عرف طفل دعا حلموس عرف اب ٱستغل ٱبن ناظر حدث دعا ام طفل شحاته فاجا شحاته الحلموس ٱعترض ناظر زواج ذكر شحاته دليل سرقه تزوير امضاء حساب ٱضطر والد موافقه زواج ٱبن ناظر تصريح شحاته افندي حقيقه تاثر شعر رخصه مر شحاته افندي ثري ورق يانصيب بدل معامله عاءله ناظر احب ٱبن ناظر ٱرتضي زوج,"نجيب الريحاني,زوزو شكيب,عباس فارس,ماري منيب,محمد كمال المصري (شرفنطح),فردوس محمد,حسن فايق,هاجر حمدي,محمد الديب,لولا صدقي,إستيفان روستي,فيكتوريا حبيقة,إسكندر منسي,عبدالمنعم إسماعيل,عبدالحميد بدوي,محمود لطفي,رياض القصبجي","بديع خيري,نجيب الريحاني","نحّاس فيلم,رمسيس نجيب,نجيب الريحاني","سامى بريل,حسن داهش,أرام ماراليان",ألبير نجيب,"حبيب خوري,بكر نصر",nan,"شافية أحمد,علي فراج,كارم محمود","إبراهيم حلمي,محمود فريد",نحّاس فيلم
